Timestamp,מה גילך?,מהו מגדרך?,מהי רמת ההשכלה שלך (שהשלמת או שבמהלכה)?,האם את.ה לומד.ת כרגע (תלמיד.ה או סטודנט.ית)?,מטריה,"אם ענית ""כן"",
מהו/היה תחום הלימודים או התואר שלך? (תשובה קצרה)",אני אוהב.ת ללמוד דברים חדשים,אני מרגיש.ה רגוע.ה,אני מרגיש.ה אופטימיות לגבי העתיד,יש לי אנרגיה עודפת,אני מתעניין.ת באנשים אחרים,אני חושב.ת בצורה צלולה,אני מרגיש.ה טוב עם עצמי,אני מרגיש.ה מאושר.ת,אני מתעניין.ת בדברים חדשים,אני מרגיש.ה בטוח.ה בעצמי,אני מסוגל.ת לקבל החלטות בעצמי,האם ההשכלה האקדמית שלך תורמת לתחושת הערך העצמי שלך?,האם הביצועים שלך בבית הספר גרמו לך אי פעם להרגיש חרדה או דיכאון?,"האם את.ה מרגיש.ה לחץ להשיג סטנדרטים אקדמיים מסוימים (למשל ציונים, דירוגים)?",האם חוויותיך הלימודיות השפיעו על בריאותך הנפשית?
6/18/2025 20:57:28,27,זכר,תואר ראשון,כן,,משפטים,5,4,5,4,3,4,4,5,5,4,4,אני לא בטוח.ה,בכלל לא,"כן, מעצמי","כן, לחיוב"
6/18/2025 21:04:39,23,אחר \ מעדיפ.ה לא לומר,תואר ראשון,כן,,מתמטיקה,5,3,1,1,4,2,3,3,5,3,4,אני לא בטוח.ה,"כן, לעיתים רחוקות",לא מרגיש לחץ משמעותי,"כן, לרעה"
6/18/2025 21:19:46,25,נקבה,יש בגרות,כן,,משפטים ,5,3,4,5,4,3,4,4,4,5,5,"כן, באופן חלקי","כן, לעיתים רחוקות","כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/18/2025 21:27:22,17,זכר,יש בגרות,כן,,תיכון?,4,3,1,2,4,3,2,4,4,2,5,"כן, באופן חלקי","כן, לעיתים רחוקות","כן, מאחרים (משפחה, מורים וכו')",אני לא בטוח.ה
6/18/2025 21:30:06,24,נקבה,תואר ראשון,כן,,משפטים ,3,2,5,3,4,5,4,4,3,5,4,"כן, באופן חלקי",בכלל לא,"כן, מעצמי",אני לא בטוח.ה
6/18/2025 22:05:09,25,נקבה,תואר ראשון,כן,,משאבי אנוש,5,3,3,1,4,4,4,4,4,4,4,לא,"כן, לעיתים רחוקות",לא מרגיש לחץ משמעותי,לא השפיע
6/18/2025 22:16:17,22,נקבה,תואר ראשון,כן,,הנדסת מערכות מידע,5,3,4,1,3,4,4,4,5,4,5,"כן, באופן חלקי","כן, לפעמים","כן, מעצמי","כן, לרעה"
6/18/2025 23:38:15,16,זכר,אין בגרות,כן,,תוכנה,5,4,3,4,3,4,4,4,5,4,4,,בכלל לא,"כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/19/2025 0:17:43,17,זכר,יש בגרות,לא,,,5,3,2,3,4,3,2,4,5,2,5,אני לא בטוח.ה,"כן, לעיתים רחוקות","כן, מעצמי","כן, לרעה"
6/19/2025 0:20:44,20,זכר,יש בגרות,לא,,,5,4,3,2,2,5,5,4,5,4,4,,בכלל לא,"כן, מעצמי",לא השפיע
6/19/2025 0:22:38,18,זכר,יש בגרות,לא,,,5,3,4,2,2,1,2,3,4,4,4,,"כן, לעיתים רחוקות","כן, מעצמי",אני לא בטוח.ה
6/19/2025 1:07:48,24,זכר,תואר ראשון,לא,,,4,2,1,1,3,3,2,2,3,2,3,אני לא בטוח.ה,"כן, לפעמים","כן, מעצמי","כן, לרעה"
6/19/2025 1:22:28,23,זכר,יש בגרות,לא,,,4,4,5,3,5,5,4,5,4,4,5,,"כן, לפעמים","כן, גם מעצמי ומאחרים",לא השפיע
6/19/2025 1:52:03,19,זכר,יש בגרות,לא,,,4,4,4,3,3,4,4,3,4,3,4,"כן, באופן חלקי",בכלל לא,"כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/19/2025 8:34:13,19,אחר \ מעדיפ.ה לא לומר,יש בגרות,לא,,,4,4,4,1,3,3,2,3,3,4,3,לא,"כן, לעיתים תכופות","כן, מאחרים (משפחה, מורים וכו')","כן, לרעה"
6/19/2025 9:51:27,17,זכר,יש בגרות,כן,,הנדסה אזרחית,5,4,3,1,4,5,3,3,5,2,4,"כן, היא גורם מרכזי","כן, לעיתים רחוקות","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 9:55:53,24,זכר,תואר ראשון,כן,,מתמטיקה שימושית ,5,4,3,2,5,5,4,3,5,4,5,"כן, היא גורם מרכזי","כן, לעיתים רחוקות","כן, מעצמי",לא השפיע
6/19/2025 11:49:37,23,זכר,אין בגרות,לא,,,5,4,5,3,3,4,5,4,5,5,5,לא,בכלל לא,לא מרגיש לחץ משמעותי,אני לא בטוח.ה
6/19/2025 12:12:41,27,זכר,תואר ראשון,לא,,משפטים,5,5,5,4,3,5,4,4,5,4,5,"כן, באופן חלקי","כן, לעיתים רחוקות","כן, מעצמי","כן, לחיוב"
6/19/2025 14:08:56,24,זכר,תואר ראשון,כן,,הנדסת תכנה,5,5,5,3,4,5,5,4,4,5,5,"כן, היא גורם מרכזי","כן, לפעמים","כן, מעצמי","כן, לחיוב"
6/19/2025 17:33:55,16,זכר,יש בגרות,כן,,,5,4,5,5,4,5,3,4,5,5,5,אני לא בטוח.ה,"כן, לעיתים תכופות","כן, מעצמי","כן, לרעה"
6/19/2025 17:40:40,30,זכר,תואר ראשון,כן,,"מדמ""ח",4,2,2,2,5,5,5,3,4,4,5,לא,"כן, לעיתים רחוקות","כן, מעצמי",לא השפיע
6/19/2025 17:43:24,18,זכר,תואר ראשון,כן,,מדעי המחשב,4,2,3,1,4,3,2,2,3,2,2,לא,"כן, לפעמים","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 17:44:05,27,נקבה,תואר שני ומעלה,לא,,פסיכולוגיה,5,2,2,1,4,5,3,3,5,5,4,"כן, באופן חלקי",בכלל לא,"כן, מעצמי",אני לא בטוח.ה
6/19/2025 17:48:08,22,זכר,יש בגרות,לא,,,4,4,5,2,2,4,5,5,4,3,5,לא,"כן, לעיתים תכופות","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 17:50:54,17,נקבה,יש בגרות,כן,,"רוח חובה, מקצועות ליבה, כימיה, מדעי המחשב ",4,3,4,2,2,4,3,4,4,2,4,"כן, באופן חלקי","כן, לפעמים","כן, מעצמי",אני לא בטוח.ה
6/19/2025 17:52:51,19,נקבה,תואר ראשון,לא,,הנדסאי מכטרוניקה ,5,2,4,4,5,4,3,4,4,2,5,"כן, היא גורם מרכזי","כן, לעיתים תכופות","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 17:54:42,27,זכר,השכלה על תיכונית שאינה אקדמאית,כן,,פיתוח משחקי מחשב,4,5,4,3,2,4,3,4,4,4,4,"כן, באופן חלקי",בכלל לא,"כן, מעצמי",אני לא בטוח.ה
6/19/2025 17:59:13,20,זכר,אין בגרות,לא,,,4,2,3,2,3,3,2,2,4,1,2,לא,"כן, לעיתים רחוקות",לא מרגיש לחץ משמעותי,אני לא בטוח.ה
6/19/2025 18:00:39,23,זכר,תואר ראשון,כן,,מדעי המחשב,4,4,3,1,1,3,3,2,4,4,3,"כן, באופן חלקי",בכלל לא,"כן, מעצמי",לא השפיע
6/19/2025 18:06:52,28,זכר,יש בגרות,לא,,,5,4,4,3,4,5,5,3,5,5,5,לא,"כן, לעיתים רחוקות","כן, מעצמי",אני לא בטוח.ה
6/19/2025 18:08:51,28,זכר,השכלה על תיכונית שאינה אקדמאית,לא,,,5,3,2,1,2,3,3,3,3,4,5,אני לא בטוח.ה,"כן, לפעמים","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 18:12:06,26,זכר,יש בגרות,כן,,מערכות מידע,5,3,4,2,4,4,4,4,5,3,5,לא,"כן, לעיתים תכופות","כן, מאחרים (משפחה, מורים וכו')","כן, לרעה"
6/19/2025 18:21:17,18,זכר,יש בגרות,לא,,,4,2,2,2,2,5,4,3,4,2,2,"כן, היא גורם מרכזי","כן, לעיתים תכופות","כן, מעצמי","כן, לחיוב"
6/19/2025 18:27:18,23,זכר,בגרות חלקית,לא,,,3,2,2,2,3,4,2,2,3,2,2,"כן, היא גורם מרכזי","כן, לפעמים","כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/19/2025 18:27:48,18,זכר,תואר ראשון,כן,,מדעי המחשב,4,3,3,3,2,4,4,3,4,3,5,"כן, באופן חלקי",בכלל לא,"כן, מעצמי","כן, לחיוב"
6/19/2025 18:30:09,28,נקבה,יש בגרות,לא,,,5,3,2,2,3,4,2,2,4,3,5,לא,בכלל לא,לא מרגיש לחץ משמעותי,לא השפיע
6/19/2025 18:31:20,16,זכר,אין בגרות,כן,,מגמת ערבית ופיזיקה בתיכון,4,3,4,1,3,4,2,2,4,3,4,"כן, באופן חלקי","כן, לעיתים רחוקות","כן, מאחרים (משפחה, מורים וכו')",אני לא בטוח.ה
6/19/2025 18:31:58,,אחר \ מעדיפ.ה לא לומר,,לא,,,5,5,5,5,5,5,5,5,5,5,5,אני לא בטוח.ה,בכלל לא,לא מרגיש לחץ משמעותי,אני לא בטוח.ה
6/19/2025 18:32:12,18,זכר,יש בגרות,לא,,,4,4,4,4,4,4,5,3,5,5,3,"כן, באופן חלקי",בכלל לא,לא מרגיש לחץ משמעותי,אני לא בטוח.ה
6/19/2025 18:43:19,18,זכר,יש בגרות,כן,,קולנוע,5,3,4,2,5,4,4,3,4,5,5,"כן, באופן חלקי","כן, לעיתים רחוקות","כן, מעצמי","כן, לחיוב"
6/19/2025 18:50:02,17,אחר \ מעדיפ.ה לא לומר,אין בגרות,כן,,,4,2,3,3,4,3,2,2,4,3,3,"כן, היא גורם מרכזי","כן, לפעמים","כן, מעצמי",אני לא בטוח.ה
6/19/2025 18:51:02,19,זכר,יש בגרות,לא,,,4,4,2,4,4,3,3,3,3,2,2,אני לא בטוח.ה,"כן, לפעמים",לא מרגיש לחץ משמעותי,"כן, לרעה"
6/19/2025 18:51:24,23,נקבה,תואר ראשון,כן,,אופטומטריה,4,3,4,2,4,2,3,3,4,3,4,"כן, באופן חלקי","כן, לעיתים תכופות","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 19:10:27,16,נקבה,יש בגרות,כן,,,5,3,4,2,4,2,4,3,3,4,3,לא,"כן, לעיתים תכופות","כן, מעצמי","כן, לרעה"
6/19/2025 19:12:37,28,נקבה,אין בגרות,לא,,,5,2,2,2,3,3,2,2,4,2,4,לא,"כן, לעיתים תכופות","כן, מאחרים (משפחה, מורים וכו')","כן, לרעה"
6/19/2025 19:14:50,24,זכר,תואר ראשון,כן,,"תואר שני במדמ""ח (אבל כרגע בהקפאה עד סוף המלחמה כי אני חייל)",5,4,4,2,3,4,4,4,4,4,2,"כן, באופן חלקי",בכלל לא,"כן, מעצמי","כן, לחיוב"
6/19/2025 19:21:12,21,זכר,יש בגרות,לא,,,5,4,2,5,4,5,5,4,5,5,5,,"כן, לפעמים","כן, מעצמי","כן, לחיוב"
6/19/2025 19:38:55,26,זכר,אין בגרות,לא,,,5,2,1,1,2,3,1,1,5,2,3,,"כן, לעיתים תכופות","כן, מאחרים (משפחה, מורים וכו')","כן, לרעה"
6/19/2025 19:39:37,30,זכר,יש בגרות,לא,,,4,2,2,2,4,3,2,3,4,2,2,אני לא בטוח.ה,"כן, לעיתים תכופות","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 19:41:09,33,נקבה,תואר שני ומעלה,לא,,,4,3,4,2,5,4,4,3,4,4,5,"כן, באופן חלקי","כן, לעיתים רחוקות",לא מרגיש לחץ משמעותי,"כן, לחיוב"
6/19/2025 19:51:19,17,זכר,בתהליך קבלת בגרות,כן,,"אני מגביר מידע ונתונים, כימיה ורוסית",4,3,4,2,4,2,4,4,4,4,3,,"כן, לעיתים רחוקות","כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/19/2025 19:51:29,15,זכר,לומד לתואר ראשון,כן,,מדמח,5,3,4,2,3,5,5,4,4,5,5,"כן, באופן חלקי","כן, לעיתים רחוקות",לא מרגיש לחץ משמעותי,אני לא בטוח.ה
6/19/2025 20:01:55,18,זכר,יש בגרות,כן,,תשובה קצרה,5,3,3,2,4,3,4,2,4,4,3,לא,"כן, לפעמים","כן, מאחרים (משפחה, מורים וכו')","כן, לרעה"
6/19/2025 20:03:31,24,זכר,תואר ראשון,כן,,מדעי המחשב,4,3,2,3,4,5,4,4,4,4,5,"כן, היא גורם מרכזי","כן, לפעמים","כן, גם מעצמי ומאחרים","כן, לחיוב"
6/19/2025 20:03:57,18,זכר,יש בגרות,כן,,כרגע יב הולך ללמוד מכטרוניקה כהמשך של רובוטיקה,4,2,3,1,2,4,3,3,4,2,4,"כן, באופן חלקי","כן, לפעמים","כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/19/2025 20:05:03,16,זכר,יש בגרות,כן,,"מדמ""ח ופיזיקה",5,5,5,4,4,5,5,5,5,4,5,,בכלל לא,לא מרגיש לחץ משמעותי,לא השפיע
6/19/2025 20:11:26,18,זכר,יש בגרות,כן,,מדעי המחשב,4,3,4,2,4,5,3,2,4,2,4,"כן, היא גורם מרכזי",בכלל לא,לא מרגיש לחץ משמעותי,אני לא בטוח.ה
6/19/2025 20:11:28,17,זכר,"תהיה בגרות בעז""ה",כן,,תיכון,5,3,3,1,2,4,3,4,4,4,4,לא,"כן, לעיתים רחוקות","כן, מעצמי",לא השפיע
6/19/2025 20:13:01,23,זכר,יש בגרות,כן,,הנדסת מכונות,5,4,4,3,5,4,4,2,5,3,4,"כן, באופן חלקי","כן, לעיתים תכופות","כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/19/2025 20:17:22,25,נקבה,תואר ראשון,כן,,תקשורת חזותית ואנימציה,5,3,4,2,4,3,3,3,5,2,4,"כן, באופן חלקי","כן, לפעמים",לא מרגיש לחץ משמעותי,"כן, לרעה"
6/19/2025 20:17:44,20,זכר,השכלה על תיכונית שאינה אקדמאית,לא,,,5,3,3,2,3,3,2,2,5,2,3,לא,"כן, לעיתים תכופות","כן, מאחרים (משפחה, מורים וכו')","כן, לרעה"
6/19/2025 20:33:56,25,זכר,תואר ראשון,כן,,הנדסת מערכות מידע,4,3,3,4,3,4,3,2,4,4,5,אני לא בטוח.ה,"כן, לעיתים רחוקות","כן, מעצמי",אני לא בטוח.ה
6/19/2025 20:47:06,26,זכר,תואר ראשון,לא,,,5,4,3,3,2,5,5,4,5,5,5,"כן, באופן חלקי",בכלל לא,"כן, מעצמי",לא השפיע
6/19/2025 20:56:12,30,זכר,תואר שני ומעלה,לא,,,5,5,5,2,4,5,5,5,5,5,5,לא,בכלל לא,לא מרגיש לחץ משמעותי,לא השפיע
6/19/2025 21:01:34,27,אחר \ מעדיפ.ה לא לומר,יש בגרות,לא,,,4,3,1,2,3,2,2,2,3,3,4,לא,"כן, לפעמים","כן, מאחרים (משפחה, מורים וכו')","כן, לרעה"
6/19/2025 21:01:48,30,זכר,יש בגרות,לא,,,4,2,2,2,5,4,1,1,4,2,4,לא,"כן, לעיתים רחוקות",לא מרגיש לחץ משמעותי,אני לא בטוח.ה
6/19/2025 21:02:08,21,זכר,יש בגרות,לא,,,5,3,2,2,2,4,4,3,5,4,3,"כן, באופן חלקי","כן, לעיתים רחוקות","כן, מעצמי",לא השפיע
6/19/2025 21:08:37,17,זכר,במהלך בגרות,כן,,תיכון,3,5,5,5,5,2,5,5,5,4,3,לא,"כן, לפעמים","כן, מעצמי",לא השפיע
6/19/2025 21:11:02,26,נקבה,תואר ראשון,כן,,מדעי המחשב,4,3,4,3,4,4,4,4,5,4,5,אני לא בטוח.ה,בכלל לא,לא מרגיש לחץ משמעותי,"כן, לרעה"
6/19/2025 21:14:07,25,זכר,תואר ראשון,כן,,"מדמ""ח",5,4,3,3,4,4,4,4,5,4,4,לא,"כן, לעיתים רחוקות","כן, מעצמי",לא השפיע
6/19/2025 21:14:37,23,נקבה,תואר ראשון,כן,,ביולוגיה,4,3,3,2,3,3,3,3,4,3,4,אני לא בטוח.ה,"כן, לפעמים","כן, מעצמי","כן, לרעה"
6/19/2025 21:18:26,21,נקבה,תואר ראשון,לא,,,4,4,2,2,3,4,2,3,3,3,4,"כן, באופן חלקי","כן, לעיתים תכופות","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 21:21:09,23,זכר,יש בגרות,כן,,מדעי המדינה,4,2,2,1,3,4,2,2,3,1,4,"כן, היא גורם מרכזי","כן, לפעמים","כן, מעצמי",לא השפיע
6/19/2025 21:34:17,18,זכר,תלמיד יב,כן,,מגמות מדעי המחשב ופיזיקה,4,5,4,3,3,5,5,5,4,4,5,אני לא בטוח.ה,"כן, לעיתים רחוקות","כן, גם מעצמי ומאחרים",לא השפיע
6/19/2025 21:44:48,17,זכר,יש בגרות,כן,,תיכון,4,2,2,2,4,3,2,2,4,3,4,לא,"כן, לפעמים","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 21:54:29,30,זכר,יש בגרות,לא,,,5,4,5,3,2,5,4,4,5,4,5,לא,בכלל לא,לא מרגיש לחץ משמעותי,לא השפיע
6/19/2025 21:56:34,38,זכר,תואר שני ומעלה,לא,,,5,4,4,2,3,4,4,4,4,5,5,"כן, באופן חלקי",בכלל לא,"כן, מעצמי",אני לא בטוח.ה
6/19/2025 21:57:49,17,זכר,יש בגרות,כן,,,5,3,4,2,4,4,4,4,4,4,3,"כן, באופן חלקי",בכלל לא,"כן, גם מעצמי ומאחרים",לא השפיע
6/19/2025 21:58:33,23,זכר,תואר ראשון,כן,,מתמטיקה-סטטיסטיקה,4,2,2,2,2,4,3,3,3,3,5,"כן, באופן חלקי","כן, לעיתים רחוקות","כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/19/2025 22:01:10,23,זכר,מסיים הנדסאים תלאביב תוכנה,כן,,מסיים הנדסאים תלאביב תוכנה,5,4,5,4,5,4,4,4,4,4,4,"כן, היא גורם מרכזי","כן, לפעמים",לא מרגיש לחץ משמעותי,"כן, לחיוב"
6/19/2025 22:05:19,43,נקבה,תואר ראשון,לא,,,4,1,2,1,2,4,1,2,3,2,4,"כן, באופן חלקי","כן, לעיתים תכופות","כן, גם מעצמי ומאחרים","כן, לרעה"
6/19/2025 22:25:19,20,זכר,יש בגרות,לא,,,4,3,3,2,4,4,3,3,5,2,4,לא,"כן, לעיתים רחוקות","כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/20/2025 12:50:30,23,זכר,יש בגרות,כן,,מדעי המחשב,5,4,5,4,4,5,5,5,5,5,5,"כן, באופן חלקי","כן, לפעמים","כן, מעצמי",לא השפיע
6/20/2025 23:26:11,20,זכר,יש בגרות,לא,,,4,2,4,2,2,2,3,2,3,2,4,"כן, באופן חלקי","כן, לעיתים תכופות","כן, גם מעצמי ומאחרים","כן, לרעה"
6/21/2025 13:48:32,16,זכר,אין בגרות וגם במהלך תואר ראשון,כן,,מתמטיקה,5,4,4,2,2,3,3,4,5,4,3,"כן, היא גורם מרכזי","כן, לעיתים רחוקות","כן, גם מעצמי ומאחרים",אני לא בטוח.ה
6/21/2025 19:24:10,26,זכר,תואר שני ומעלה,כן,,פיזיקה,5,4,4,2,3,3,4,4,3,4,5,"כן, היא גורם מרכזי","כן, לעיתים תכופות","כן, מעצמי",אני לא בטוח.ה
